ticket_id,created_at,customer_name,customer_segment,plan_type,arr_band,priority,status,channel,subject,description,product_area,sentiment,csat_score,first_response_hours,resolution_hours,bot_solvable_label
TCK-1645,2026-05-01,OrbitOps,Mid-Market,Growth,$100K-$250K,Low,Closed,Portal,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Onboarding,Positive,5,5.3,34.5,bot_solvable
TCK-1646,2026-01-10,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Email,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Core Platform,Neutral,3,6.6,54.8,product_bug
TCK-1647,2026-02-13,Summit Legal,Mid-Market,Pro,$50K-$100K,High,Closed,Portal,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Billing,Negative,2,7.3,60.5,bot_solvable
TCK-1648,2026-05-10,Atlas Security,Enterprise,Enterprise,$500K+,Critical,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Analytics,Negative,2,2.4,54.9,product_bug
TCK-1649,2026-01-29,Evergreen Health,Enterprise,Enterprise,$250K-$500K,High,Closed,Chat,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Analytics,Negative,2,6.0,38.3,product_bug
TCK-1650,2026-03-02,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Low,In Progress,Email,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Onboarding,Positive,5,7.8,37.9,bot_solvable
TCK-1651,2026-02-09,BrightCart,Mid-Market,Growth,$100K-$250K,High,Closed,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Integrations,Neutral,3,7.0,28.5,human_required
TCK-1652,2026-02-23,HarborCloud,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Email,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Integrations,Neutral,3,0.7,24.4,human_required
TCK-1653,2026-04-13,Northstar Analytics,Enterprise,Enterprise,$500K+,Medium,In Progress,Slack Connect,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Analytics,Neutral,3,3.5,63.4,product_bug
TCK-1654,2026-04-22,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Critical,In Progress,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Analytics,Negative,2,3.6,31.5,product_bug
TCK-1655,2026-04-01,Acme Finance,Enterprise,Enterprise,$500K+,Low,Closed,Email,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Product,Positive,4,3.1,27.0,feature_request
TCK-1656,2026-04-11,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Chat,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Security,Neutral,3,6.7,57.0,bot_solvable
TCK-1657,2026-02-16,OrbitOps,Mid-Market,Growth,$100K-$250K,High,Closed,Email,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Core Platform,Very Negative,1,7.5,10.5,product_bug
TCK-1658,2026-04-25,OrbitOps,Mid-Market,Growth,$100K-$250K,High,In Progress,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Analytics,Negative,2,2.4,7.2,product_bug
TCK-1659,2026-02-25,Northstar Analytics,Enterprise,Enterprise,$500K+,Medium,Closed,Slack Connect,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Product,Negative,2,1.0,52.6,feature_request
TCK-1660,2026-05-25,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,Closed,Email,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Onboarding,Neutral,3,2.4,42.7,bot_solvable
TCK-1661,2026-03-12,Summit Legal,Mid-Market,Pro,$50K-$100K,Low,Closed,Portal,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Billing,Positive,4,2.5,68.5,bot_solvable
TCK-1662,2026-03-27,Northstar Analytics,Enterprise,Enterprise,$500K+,Critical,In Progress,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Core Platform,Negative,2,1.8,9.5,product_bug
TCK-1663,2026-05-06,Finchly,SMB,Starter,<$25K,Critical,Open,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Core Platform,Negative,2,2.1,56.9,product_bug
TCK-1664,2026-01-09,HarborCloud,Enterprise,Enterprise,$250K-$500K,Critical,Open,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Core Platform,Negative,2,7.0,10.5,product_bug
TCK-1665,2026-01-01,BrightCart,Mid-Market,Growth,$100K-$250K,High,Closed,Slack Connect,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Security,Negative,2,1.5,30.5,bot_solvable
TCK-1666,2026-05-06,Finchly,SMB,Starter,<$25K,Medium,Closed,Slack Connect,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Analytics,Negative,2,5.0,7.3,product_bug
TCK-1667,2026-04-02,Acme Finance,Enterprise,Enterprise,$500K+,High,Closed,Email,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Integrations,Neutral,3,0.7,84.5,human_required
TCK-1668,2026-03-29,Cobalt Labs,Startup,Starter,<$25K,Critical,Closed,Email,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Integrations,Negative,2,5.9,22.4,human_required
TCK-1669,2026-03-18,Nimbus Retail,SMB,Pro,$25K-$50K,Low,Closed,Email,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Security,Neutral,3,5.7,37.2,bot_solvable
TCK-1670,2026-02-18,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,Open,Slack Connect,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Billing,Negative,2,6.5,57.1,bot_solvable
TCK-1671,2026-05-19,Nimbus Retail,SMB,Pro,$25K-$50K,High,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Analytics,Neutral,3,8.7,12.0,product_bug
TCK-1672,2026-01-11,Northstar Analytics,Enterprise,Enterprise,$500K+,High,Open,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Core Platform,Neutral,3,8.5,81.9,product_bug
TCK-1673,2026-01-19,HarborCloud,Enterprise,Enterprise,$250K-$500K,Critical,Closed,Email,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Integrations,Negative,2,6.0,46.6,human_required
TCK-1674,2026-02-03,LumaHR,Mid-Market,Pro,$50K-$100K,High,Open,Email,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The customer says the issue is slowing a planned rollout. Account: LumaHR.,Security,Very Negative,1,8.2,77.5,bot_solvable
TCK-1675,2026-01-17,Atlas Security,Enterprise,Enterprise,$500K+,Critical,Open,Chat,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Integrations,Neutral,3,7.2,27.3,human_required
TCK-1676,2026-04-13,Nimbus Retail,SMB,Pro,$25K-$50K,High,Open,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Core Platform,Negative,2,3.0,84.1,product_bug
TCK-1677,2026-03-27,Northstar Analytics,Enterprise,Enterprise,$500K+,Critical,Open,Portal,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Integrations,Very Negative,1,6.9,22.7,human_required
TCK-1678,2026-03-04,OrbitOps,Mid-Market,Growth,$100K-$250K,Critical,Open,Slack Connect,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Analytics,Negative,2,7.0,10.3,product_bug
TCK-1679,2026-02-15,Acme Finance,Enterprise,Enterprise,$500K+,Critical,Closed,Slack Connect,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Analytics,Negative,2,3.9,72.1,product_bug
TCK-1680,2026-02-06,HarborCloud,Enterprise,Enterprise,$250K-$500K,High,Closed,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Analytics,Neutral,3,2.3,18.6,product_bug
TCK-1681,2026-05-08,Finchly,SMB,Starter,<$25K,Critical,Closed,Chat,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Analytics,Negative,2,3.3,5.7,product_bug
TCK-1682,2026-05-16,LumaHR,Mid-Market,Pro,$50K-$100K,Critical,Closed,Chat,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: LumaHR.,Analytics,Very Negative,1,4.3,57.7,product_bug
TCK-1683,2026-01-29,Evergreen Health,Enterprise,Enterprise,$250K-$500K,High,Closed,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Analytics,Neutral,3,4.6,19.7,product_bug
TCK-1684,2026-03-14,Northstar Analytics,Enterprise,Enterprise,$500K+,Critical,Closed,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Integrations,Negative,2,5.6,80.6,human_required
TCK-1685,2026-01-14,Northstar Analytics,Enterprise,Enterprise,$500K+,High,Open,Chat,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Analytics,Very Negative,1,4.5,16.0,product_bug
TCK-1686,2026-03-25,HarborCloud,Enterprise,Enterprise,$250K-$500K,Low,In Progress,Chat,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Billing,Positive,4,2.2,13.2,bot_solvable
TCK-1687,2026-04-16,Acme Finance,Enterprise,Enterprise,$500K+,High,In Progress,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Analytics,Negative,2,0.8,50.8,product_bug
TCK-1688,2026-04-27,Nimbus Retail,SMB,Pro,$25K-$50K,High,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Analytics,Negative,2,4.2,22.1,product_bug
TCK-1689,2026-02-02,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Critical,Closed,Slack Connect,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Analytics,Very Negative,1,2.7,13.8,product_bug
TCK-1690,2026-03-29,Atlas Security,Enterprise,Enterprise,$500K+,Critical,Closed,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Core Platform,Very Negative,1,7.1,61.4,product_bug
TCK-1691,2026-02-28,Finchly,SMB,Starter,<$25K,Medium,Closed,Slack Connect,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Product,Positive,5,4.5,88.1,feature_request
TCK-1692,2026-04-20,Atlas Security,Enterprise,Enterprise,$500K+,Medium,Closed,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Core Platform,Neutral,3,3.1,52.6,product_bug
TCK-1693,2026-04-17,Finchly,SMB,Starter,<$25K,High,Open,Slack Connect,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Automation,Neutral,3,6.7,50.0,human_required
TCK-1694,2026-01-26,OrbitOps,Mid-Market,Growth,$100K-$250K,High,Closed,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Core Platform,Very Negative,1,5.1,8.1,product_bug
TCK-1695,2026-03-17,LumaHR,Mid-Market,Pro,$50K-$100K,High,Closed,Chat,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: LumaHR.,Analytics,Very Negative,1,0.3,57.2,product_bug
TCK-1696,2026-01-07,HarborCloud,Enterprise,Enterprise,$250K-$500K,Low,Closed,Portal,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Billing,Positive,4,7.9,43.1,bot_solvable
TCK-1697,2026-01-01,Summit Legal,Mid-Market,Pro,$50K-$100K,High,Closed,Portal,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Billing,Negative,2,4.9,31.2,bot_solvable
TCK-1698,2026-05-19,HarborCloud,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Email,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Product,Negative,2,5.7,35.2,feature_request
TCK-1699,2026-04-04,OrbitOps,Mid-Market,Growth,$100K-$250K,Medium,Open,Portal,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Product,Neutral,3,4.3,9.7,feature_request
TCK-1700,2026-01-18,BrightCart,Mid-Market,Growth,$100K-$250K,Low,Closed,Email,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Security,Positive,4,1.4,30.9,bot_solvable
TCK-1701,2026-02-23,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,In Progress,Email,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Billing,Neutral,3,4.6,41.3,bot_solvable
TCK-1702,2026-04-26,Acme Finance,Enterprise,Enterprise,$500K+,High,Closed,Portal,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Core Platform,Very Negative,1,4.3,49.9,product_bug
TCK-1703,2026-01-17,Atlas Security,Enterprise,Enterprise,$500K+,Critical,Closed,Chat,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Integrations,Negative,2,1.0,35.0,human_required
TCK-1704,2026-01-20,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Medium,Open,Chat,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Product,Negative,2,6.3,49.0,feature_request
TCK-1705,2026-01-06,OrbitOps,Mid-Market,Growth,$100K-$250K,Low,Closed,Slack Connect,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Product,Positive,5,8.4,49.3,feature_request
TCK-1706,2026-01-06,Atlas Security,Enterprise,Enterprise,$500K+,Medium,In Progress,Portal,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Security,Negative,2,7.9,29.0,bot_solvable
TCK-1707,2026-03-25,Nimbus Retail,SMB,Pro,$25K-$50K,High,Closed,Portal,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Integrations,Positive,4,7.6,46.1,human_required
TCK-1708,2026-03-20,Finchly,SMB,Starter,<$25K,High,Closed,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Analytics,Negative,2,4.5,86.1,product_bug
TCK-1709,2026-04-27,BrightCart,Mid-Market,Growth,$100K-$250K,Critical,Closed,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Core Platform,Very Negative,1,6.5,31.9,product_bug
TCK-1710,2026-02-09,HarborCloud,Enterprise,Enterprise,$250K-$500K,High,In Progress,Slack Connect,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Security,Very Negative,1,8.9,58.0,bot_solvable
TCK-1711,2026-02-22,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Core Platform,Neutral,3,8.8,22.9,product_bug
TCK-1712,2026-05-17,OrbitOps,Mid-Market,Growth,$100K-$250K,Low,Open,Chat,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Product,Neutral,3,3.8,46.8,feature_request
TCK-1713,2026-02-09,Atlas Security,Enterprise,Enterprise,$500K+,Medium,Escalated,Portal,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Product,Positive,5,8.8,38.0,feature_request
TCK-1714,2026-02-07,Atlas Security,Enterprise,Enterprise,$500K+,Medium,Closed,Slack Connect,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Automation,Positive,4,3.2,14.4,human_required
TCK-1715,2026-05-22,Northstar Analytics,Enterprise,Enterprise,$500K+,Critical,In Progress,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Analytics,Negative,2,5.6,25.7,product_bug
TCK-1716,2026-02-19,Acme Finance,Enterprise,Enterprise,$500K+,Medium,Closed,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Core Platform,Neutral,3,1.9,10.8,product_bug
TCK-1717,2026-01-23,Summit Legal,Mid-Market,Pro,$50K-$100K,Low,Closed,Email,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Security,Positive,5,3.0,54.6,bot_solvable
TCK-1718,2026-02-07,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,Closed,Portal,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Core Platform,Neutral,3,3.6,6.6,product_bug
TCK-1719,2026-04-25,Cobalt Labs,Startup,Starter,<$25K,Medium,Open,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Core Platform,Positive,4,6.7,42.8,product_bug
TCK-1720,2026-04-19,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Medium,Open,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Analytics,Negative,2,1.5,28.4,product_bug
TCK-1721,2026-04-07,Acme Finance,Enterprise,Enterprise,$500K+,Medium,Open,Chat,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Product,Neutral,3,3.8,51.4,feature_request
TCK-1722,2026-04-08,LumaHR,Mid-Market,Pro,$50K-$100K,High,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: LumaHR.,Analytics,Very Negative,1,7.4,34.2,product_bug
TCK-1723,2026-04-29,Atlas Security,Enterprise,Enterprise,$500K+,Critical,Open,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Integrations,Very Negative,1,1.6,28.2,human_required
TCK-1724,2026-03-15,Acme Finance,Enterprise,Enterprise,$500K+,Medium,Open,Slack Connect,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Security,Neutral,3,0.5,65.2,bot_solvable
TCK-1725,2026-04-03,Acme Finance,Enterprise,Enterprise,$500K+,Medium,Closed,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Integrations,Positive,4,7.8,61.3,human_required
TCK-1726,2026-04-06,HarborCloud,Enterprise,Enterprise,$250K-$500K,Low,Closed,Email,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Onboarding,Neutral,3,7.6,23.0,bot_solvable
TCK-1727,2026-02-04,BrightCart,Mid-Market,Growth,$100K-$250K,High,Open,Portal,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Core Platform,Negative,2,3.4,57.6,product_bug
TCK-1728,2026-05-16,Northstar Analytics,Enterprise,Enterprise,$500K+,Medium,Escalated,Email,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Core Platform,Neutral,3,6.9,23.9,product_bug
TCK-1729,2026-05-20,Finchly,SMB,Starter,<$25K,Low,Closed,Portal,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Onboarding,Positive,4,2.6,61.8,bot_solvable
TCK-1730,2026-04-01,Acme Finance,Enterprise,Enterprise,$500K+,Medium,Open,Slack Connect,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Billing,Positive,5,2.7,68.6,bot_solvable
TCK-1731,2026-02-11,Cobalt Labs,Startup,Starter,<$25K,Medium,In Progress,Email,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Product,Positive,5,2.1,19.6,feature_request
TCK-1732,2026-01-20,Nimbus Retail,SMB,Pro,$25K-$50K,High,Closed,Portal,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Billing,Very Negative,1,4.4,31.9,bot_solvable
TCK-1733,2026-05-14,BrightCart,Mid-Market,Growth,$100K-$250K,Low,Open,Chat,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Onboarding,Positive,4,0.5,69.3,bot_solvable
TCK-1734,2026-02-06,BrightCart,Mid-Market,Growth,$100K-$250K,Medium,In Progress,Slack Connect,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Automation,Neutral,3,2.0,84.5,human_required
